listing_id,price_sold,suburb,property_type,bedrooms,bathrooms,parking,land_size_m2,building_size_m2,is_strata,latitude,longitude,dist_cbd_km,dist_transport_km,sold_by_auction,sale_year,description
144341756,920000,Chatswood,Apartment,1,1,1,,80,1,-33.800556,151.17693,8.156,0.547,0,2024,"Developed and built by repuitable Novati builders, this light filled boutique apartment block promises a contemporary lifestyle oasis embraced by tranquil leafy outlooks. It's set on the cusp of Chatswood's cosmopolitan shopping precinct, a short stroll from Chatswood Station. - Inviting living/dining area wrapped in floor-to-ceiling glass - Spacious treetop-view balcony spans the width of the home - Presents an idyllic setting for vibrant alfresco entertaining - Contemporary stone kitchen equipped with Miele gas cooktop - Plus soft close cabinetry, suite of premium Miele appliances - Bedroom enjoys built-ins, wall-to-wall glass spilling outside - Fully tiled bathroom features separate rain shower and bath - Video intercom, concealed laundry, ducted air conditioning - Lift access to secure car space, visitor parking, storage cage - Common barbecue area, stroll to shops, cafés and restaurants"
144371992,735000,Chatswood,Unit,1,1,1,,57,1,-33.8012,151.17805,8.052,0.553,1,2024,"www.rwayrealtychatswood.com.au Secure your place footsteps to Chatswood's hub in this stunning renovated apartment that nestles back from the road in a quiet street embracing a blissful garden outlook. Light soaked and fresh interiors benefit from a flow through design with windows on two sides that make it bright and airy. All the hard work has been done including new carpets, a brand new bathroom, fresh paint and new blinds and lighting. The kitchen is a chic contemporary workspace finished with stone benchtops. Making the most of the open garden outlook is a generous balcony that will become a favourite space. The apartment enjoys level street access at the rear and a lock up garage, footsteps to Chatswood Station, the bus and a wealth of shops and dining. - High-side on the quiet street, quality security building - Inviting fresh interiors, solid full brick and concrete build - Open plan living and dining spills out to the balcony - Contemporary stone induction kitchen enjoying a green outlook - Internal laundry, quality new blinds and fresh carport - Energy efficient new LED lighting, brand new bathroom - Large master retreat with robes and balcony access - Ready to enjoy with a generous single lock up garage - A short stroll to Chatswood Train and Metro Stations, Chatswood Westfield and Chatswood District Dining"
144307340,1038000,Chatswood,Apartment,1,1,1,,85,1,-33.798336,151.18105,8.258,0.187,0,2024,"Indulge in the luxury of this one-bedroom plus winter garden/study apartment located on the 25th floor of the prestigious Metro View Tower, one of Chatswood's most coveted skyscrapers. Enjoy the ultimate convenience of being adjacent to Chatswood Station and the Interchange District. Revel in a well-appointed layout and modern stylish interior finishes with floor-to-ceiling windows flooding the space with natural light. It's a lifestyle at its finest with resort-style facilities such as an indoor pool and gym, and the added advantage of having transportation, world-class shopping and dining precinct right at your doorsteps, every aspect of luxury and comfort is meticulously curated for your enjoyment. - Light-filled, open-plan living/dining flowing to a versatile winter garden/study - Contemporary Miele kitchen with gas cooktop and stone benchtop breakfast bar - Deluxe bedroom with large built-in robes. Ducted air conditioning - Elegant fully tiled bathroom. Internal laundry with dryer - On-site building management, communal gardens, indoor heated pool and gym - Head downstairs to Woolworths, trains/metro and bus interchange - Footsteps to Westfield shopping centre, District dining trendy eateries"
143519512,5000000,Chatswood,House,5,4,4,613,,0,-33.789787,151.18704,9.023,0.972,0,2024,"A truly rare opportunity to buy in this blue-ribbon and highly coveted location. Set directly opposite Beauchamp Park and gazing out to soothing treetop views from its spectacular parkland setting, this sumptuous family haven benefits from a level 613sqm block, glorious north to rear aspect and expansive dual level layout. Its calming tones and spacious light filled rooms are instantly inviting, while the sunny entertainers' yard rests against a lush green backdrop. Promising the freedom of carefree convenience, just footsteps to Chatswood's world-class shopping and dining including Chatswood Chase and Westfield, while Chatswood train/metro station is also nearby. - Positioned opposite Beauchamp Park on the high side of a tightly-held street - Comfortable multiple living/dining zones for relaxing with family and hosting friends - Expansive entertainers' patio overlooks private neatly landscaped backyard - Immaculate stone kitchen showcases induction cooktop, breakfast bar and plentiful storage - Five generous bedrooms and two luxury ensuites, stylishly renovated bathrooms - Huge master ensuite features a dressing room & table, walk-in robe and spa bath - Air conditioning, 8000L rainwater tank, electric roller shutter and security alarm system - Security gate, auto door for both tandem carport and double lock-up garage with storage - Within sought-after Roseville Public, Chatswood High and Willoughby Girls High School catchment, close to elite private schools - Peaceful and private, with a short stroll to Chatswood Chase, Westfield, Train and Metro station, bus services and Chatswood CBD"
144056760,2300000,Chatswood,House,2,1,0,335.1,,0,-33.79164,151.19272,8.715,1.253,0,2024,"www.rwayrealtychatswood.com Placed to perfection in a dress-circle pocket, this charming light-filled semi offers a quintessential Chatswood lifestyle. Set beyond a picket fence on a substantial north-east to rear 335.1 sqm block, it spills over a single level providing instant comfort. High ceilings, a full brick build and timber floors are all hallmarks of its build accenting a spacious living, dining room and two large bedrooms including the master retreat with a sunroom or study. An expansive deck spills off the rear primed for entertaining and adjoined by an immaculately presented level lawn and garden. Move in, lease out, or explore the potential to extend (STCA), within walking distance of the bus, local eateries and shops, Chatswood Chase, Westfield and the station and minutes to schools. - Front lawn and garden, solid double brick build - Timber floors, high ceilings, central living room - Brick fireplace, dining room by the stone kitchen - Gas cooktop, quality appliances, rear laundry room - Expansive alfresco deck, child friendly yard, shed - Contemporary central bathroom, two large beds - Built-in robes, master with multiple robes and an adjoining sunroom/study with robes - Willoughby Girls High, Roseville Public School and Chatswood High School catchments - Approx. 7 minutes walk to Beauchamp Park, playground and oval - Approx. 10 minutes walk to Chatswood Chase Shopping, cafés, supermarkets, and eateries - Short stroll to Chatswood Metro Interchange and Westfield Shopping - Land size approx. 335.1 sqm"
144203880,1350000,Chatswood,Unit,2,2,1,,,1,-33.792908,151.19482,8.544,1.38,1,2024,"www.rwayrealtychatswood.com.au On one of the area's best located streets, this stunning apartment radiates with style and luxury appeal. Transformed with exceptional custom upgrades and a no cost spared attitude, its unrivalled in its appeal and sophistication. With first floor elevation, it wraps around the corner of the block capturing the north aspect, a garden outlook and striking Chatswood CBD cameos. The apartment's first class lifestyle is enhanced by beautiful elements that include engineered flooring, extensive bespoke cabinetry, a stunning high-end kitchen and designer bathrooms. Phone enabled LED strip feature lighting adds to the mood and ambience. Its generous floorplan incorporates a large alfresco balcony, master retreat with ensuite and a secure garage. Live life to the fullest, a stroll to popular eateries, the bus, station and Chatswood shopping. - Quality boutique security block with level lift access - Windows on two sides, exceptional custom cabinetry - Abundant storage options, concealed strip lighting - European engineered flooring, generous living and dining rooms - Sleek stone topped gas kitchen with Bosch appliances - Superb pantry storage or concealed bar, ducted a/c - Large entertainers balcony, garden & Chatswood view - Two bright spacious bedrooms both with built-in robes - Luxury master retreat with ensuite, designer bathrooms - Security entry single lock up garage with storage space - Short stroll to Chatswood Chase, Westfield, eateries and cafes - Willoughby Public, Chatswood High School and Willoughby Girls High school catchments"
144192856,1330000,Chatswood,Apartment,2,1,1,,120,1,-33.799614,151.18439,8.03,0.477,1,2024,"Bright and airy renovated apartment in the well-maintained ""Burradene"" Mirvac building offers a generous 103sqm quality living space. Located on the 7th-floor corner position, this sub-top-floor residence enjoys unparalleled serenity and convenience. Just 600m from Chatswood train station and footsteps from Westfield shopping centre. -Corner position with North, East, and South facing windows for abundant natural light -Generous sized L-shaped open-plan living and dining area -Superb wraparound balcony for entertaining with district views -Modern gourmet kitchen with stainless steel appliances -Main bedroom with built-in robes and opens to a leafy balcony -Tidy fully tiled bathroom with separate shower and bathtub -Separate internal laundry and ample storage. Low strata levies -Security building with renovated lobby, intercom and lock-up garage -High-demand area popular with professionals and investors -600m walk to Chatswood station, stroll to shopping centres and eateries"
144126360,2850000,Chatswood,House,3,3,2,676.6,,0,-33.806244,151.17189,7.767,1.332,1,2024,"*** SOLD! SOLD! SOLD! *** This fully renovated family entertainer with a pool is the epitome of sun-soaked perfection. It occupies a deep 676.6sqm (approx.) parcel of land with a coveted northeast-to-rear aspect and a sense of sanctuary. Surrounded by lush greenery, nestled in a peaceful location with a beautiful view. The home is beautifully presented, impeccably appointed and cleverly designed for modern family living with a gourmet open plan kitchen, separate lounge and dining spaces and a superb rumpus room, teen retreat or home office with its own entrance, bathroom and kitchenette. Central to parks and bushwalking tracks, it's also ultra-convenient to all the cosmopolitan attractions of Chatswood and Lane Cove, including shops, eateries, schools, transport and Westfield. * Quality windows for privacy and protection from UV rays * Generous light-filled interiors, timber floors, creamy tones * Gourmet open plan kitchen/dining, roomy living space * Stone breakfast bar, gas cooktop, new Fotile appliances * Wraparound alfresco entertaining terrace, inviting pool * Versatile rumpus room, teen retreat or great home office * Sizeable bedrooms with built-in robes, pristine bathrooms * Garage with internal access and further off-street parking * 15-minute stroll to Pacific Highway and upcoming Metro * Within the desirable Mowbray Public School catchment * New Wi-Fi system for real-time remote monitoring via mobile phones * Signal enhancement system extends Wi-Fi coverage throughout the house * Upgraded sewage pipes with a 35-year guarantee (certificate available) * Smart toilet with auto/manual flushing, adjustable water volume, night light and temperature control * High-power water pump for the pool with large flow, low noise and excellent filtration * All walls, ceilings and floors upgraded with new durable materials Council rates: $381pq Water rates: $156.70pq Disclaimer: The above information has been furnished to us by a third party. Shead Real Estate Pty Ltd have not verified whether or not the information is accur"
144116824,2430000,Chatswood,House,3,2,1,420,,0,-33.787514,151.19447,9.142,1.639,1,2024,"Balancing traditional charm with inspired modern updates, this seamlessly renovated home enjoys both leafy serenity and supreme convenience in a quiet pocket of Chatswood, moments to transport, shopping, and popular parklands. Set across a single level, the layout and easy-care garden make the perfect start for young families and a ready to enjoy haven for downsizers. Filled with modern appeal the open plan living and dining area features banks of glass windows and French doors that link to the expansive entertaining deck and bring the garden view inside. The soft dove grey of smooth kitchen cabinetry matches with premium stone benchtops in the integrated kitchen, featuring a wide 5-burner gas range awesome for your culinary masterpieces. Three double bedrooms and two exquisite travertine bathrooms, including an ensuite, deliver amenity with that added touch of luxury. The garden is designed for enjoyment and hospitality rather than toil. Enjoy picket fence charm and flowering shrubs at home or take a leisurely stroll via a pathway into magnificent Muston Park. Stroll to City and Chatswood interchange buses and Woolworths supermarket. - Renovated charmer on 420 sqm of land blends character with beautifully styled updates in the perfect starter home or welcoming downsizer - Open plan living and dining flows to the vast full width hardwood deck wrapped in garden privacy - Modern integrated kitchen, stone benchtops, 5-burner gas range with wide oven, and Asko dishwasher - Three double bedrooms, built-in robes to two, main bedroom with a luxuriously equipped ensuite bathroom - Two travertine bathrooms with day-spa appeal, internal laundry room, sunroom or study to the front of the house - Carport plus on-site parking with side lane access, solar panels and inverter, gas point, ceiling fans, built-in storage - Footsteps to the botanical beauty of Muston Park with shaded gardens, open lawns, and a generous playground - Short drive or pleasant walk to the recently opened East Chatswood Woolworths supermarket - Simple drive to the City, stroll to buses for City and Chatswood rail and retail hub and Metro to Macquarie University - In Roseville Public School, popular Willoughby Girls High, and Chatswood High Schools, near Roseville College"
144059196,1905000,Chatswood,Apartment,3,2,2,,,1,-33.79383,151.19,8.525,0.925,1,2024,"This beautifully renovated spacious full brick apartment is nestled in a quiet & private location, yet only moments to the vibrant heart of the Chatswood shopping & dining district with excellent transport links. Offering an upgraded kitchen with breakfast nook, new carpet & refreshed bathrooms with generous open plan living & dining flow through to a north facing balcony with natural light streaming through. Enjoy the lifestyle on offer in this sought after location as a first home, investment or downsizing. Only steps to Chatswood Medical Practice, eateries & bus stop. • Generous open plan living/dining • North facing balcony, natural light • Renovated kitchen with breakfast nook, stainless steel appliances • Built-in robes in all three bedrooms, main with en-suite • Separate laundry, full bathroom • Double lock-up garage • New carpet throughout • Freshly painted internally • Steps to bus stop, cafes & restaurants • Short stroll to heart of Chatswood"
144177364,5000000,Chatswood,House,4,3,2,1678,,0,-33.805874,151.17249,7.779,1.266,1,2024,"Situated on a charming and highly sought-after street in Chatswood, this tranquil haven offers a unique chance to acquire a property in an exclusive location or tailor it to your preferences, providing versatility for various lifestyles. Nestled on a generous 1,678sqm plot of land, this residence also boasts potential subdivision, allowing for the creation of two lots. - Set on an impressive 1,678sqm of land with potential for subdivision STCA. - Separate formal living and dining room with period features. - Ducted a/c, original gas fireplace, back to base Apollo alarm system. - Eat-in Corian kitchen with Miele induction cook-top & electric appliances. - Easy access to the CBD, Artarmon and Chatswood train stations. - Outdoor area impresses with landscaped gardens and ample lawn. - Off street parking with additional lock up garage + carport. - Generous versatile entertaining space, abundant storage throughout. - Front-facing room flooded with sunlight, overlooking landscaped gardens. - Peaceful, private and superbly convenient, moments to Chatswood Golf Club."
144127696,4800000,Chatswood,House,4,3,4,708,,0,-33.79057,151.18855,8.907,1.002,1,2024,"*** SOLD! SOLD PRIOR TO AUCTION *** Being on the market for the first time in nearly 50 years this single-level brick home has vast potential and is poised on a generous 708sqm (approx.) corner block opposite Beauchamp Park with dual-lane access via Boronia Lane. Featuring a well-designed floorplan with two spacious living zones, and a sizeable backyard with established gardens and a large entertainer's courtyard, this home throws up a myriad of options, whether that's a light renovation or significant addition(STCA). This sought-after location is directly opposite the leafy environs of Beauchamp Park, and close to a wide range of useful amenities, including Chatswood CBD, shopping centres, rail and bus services, and an exciting collection of eateries. * High ceilings, generous proportions throughout, light and airy interiors * Bright and spacious lounge and dining area connects to front verandah * Combined dining & kitchen is a more casual space that flows to backyard * Generous kitchen appointed with gas cooking and plenty of cupboard space * Four spacious bedrooms, three are appointed with built-in wardrobes * Two well-presented bathrooms, external laundry room, two air-con units * Private courtyard with covered entertainer's terrace, established gardens * Self-contained accommodation in the garage * Rear-lane access to two separate lock-up garages plus a double carport * One garage is over-sized, with an adjoining storage room & shower bathroom * Potential to create a detached studio/retreat with one or both garages * Pleasant outlooks onto Beauchamp Park, stroll to Chatswood CBD in moments Disclaimer: The above information has been furnished to us by a third party. Shead Real Estate Pty Ltd have not verified whether or not the information is accurate and have no belief one way or another in its accuracy. We do not accept any responsibility to any person for its accuracy and do no more than pass it on. All interested parties should make and rely upon their own enquiries in order to determine whether or not this information is in fact accurate. Figures may be subject to change without notice."
144125116,1055000,Chatswood,Apartment,1,1,1,,88,1,-33.795013,151.18062,8.622,0.188,1,2024,"Indulge in the epitome of cosmopolitan living with this spacious one-bedroom plus study apartment. Perfectly set on the 14th-floor East corner of the Mirvac's renowned ERA tower, boasting an unparalleled combination of luxury, convenience, and style. The light-filled east-facing living area seamlessly connects to a large and versatile winter garden, providing district views that add a touch of magic to every moment. Just a 2-minute stroll to Chatswood Train/Metro station, and within easy reach of shopping centres, The Concourse, parks, cafes, and restaurants, every convenience is just at your doorstep. - Spacious 75sqm living area with classic design offers timeless elegance - Sleek stone benchtop Miele kitchen equipped with a large breakfast bar - Deluxe bedroom with two built-in wardrobes opens to winter garden - Dedicated study/home office. Stylish fully-tiled bathroom - Separate laundry and ample storage. Reverse cycle ducted air con - On-site building management, video intercom, and security car space - Resort-style facilities including an indoor heated pool, gym, sauna and landscaped gardens"
144134012,1775000,Chatswood,Unit,2,2,1,,,1,-33.79597,151.18832,8.327,0.718,1,2024,"www.rwayrealtychatswood.com.au Luxury apartment in 'Chatswood Place' with a Penthouse Vibe The epitome of contemporary comfort and easy-care luxury, this top floor apartment takes a quiet setting in acclaimed 'Chatswood Place'. Instantly stunning with a penthouse vibe, a soaring ceiling void rises above it with high-set windows that flood in the natural light. Beautifully high-end and luxe throughout, chic engineered flooring sets the tone to spaces that include a stone wrapped Miele gas kitchen and unique glass encased versatile wintergarden or open balcony. Views over the streetscape and district present an appealing backdrop to daily life. The two bedrooms are large including the master retreat with an ensuite and expanses of sleek floor to ceiling robes. Complete with security parking and storage, residents enjoy a rooftop pool, gym, communal barbeque area and gardens. Stroll to the bus, Chatswood Chase, Westfield, Chatswood Train Station, Chatswood Public School and Chatswood High School. - Low-rise security building, second and top floor - Engineered flooring, striking central ceiling void - Open plan living and dining adjoins spacious open balcony/ wintergarden/ study - Ducted a/c, stone gas kitchen, waterfall benchtops - Miele appliances, European style hidden laundry - Generous bedrooms, second bedroom opens to the wintergarden - Master with ensuite and extensive walk-in robe - Both beds with BIRS, ensuite with freestanding bath - Secure car space, storage cage, rooftop pool, gym - Residents can enjoy the communal BBQ area - Sought after Chatswood Public & Willoughby Girls catchment - Moments walk to Aldi supermarket, chemist, cafes and restaurants - Approx. 4 mins walk to Chatswood Chase, 6 mins to Westfield - Approx. 10 mins walk to station, bus and the upcoming new Metro For any further enquiries, please contact Stephen Chui on 0410 883 628"
144186748,1070000,Chatswood,Apartment,2,2,1,,,1,-33.796547,151.17844,8.525,0.2,,2024,"Picture yourself in the heart of Chatswood CBD, where this property isn't just about convenience-it's unique living style offers dual-key where Unit A and B can joint together in one stylish space. It's like having the best of both worlds, with the flexibility to customize your living arrangements. What's even more exciting? The rental income potential is through the roof, thanks to this dual-key magic. Imagine the possibilities-living comfortably while also enjoying a significant boost in income. So, whether you're dreaming of your secure haven or considering a savvy investment, this property is all about making life exciting and financially savvy at the same time. • Located In Chatswood CBD & 15 minutes by train to Sydney CBD • Only 4 Minutes from the train, bus, cafes, banks, Westfield's & schools • Large bathroom, floor-to-ceiling tiles & granite benchtop • Indoor heated swimming pool, spa, sauna & gym • Onsite building manager, security guards & 24-hour CCTV • Intercom and each level are secured with swipe tag access Strata: $1485 Council Rates: $377 Water Rates: $154"
144027116,4015000,Chatswood,House,3,2,1,417,,0,-33.794895,151.18968,8.415,0.863,1,2024,"*** Another Sold At Auction By Lawrence Liang *** Non-conservation zoning, this highly sought-after family home situated on a level block with a frontage of 15.24m (approx.). It provides a rare opportunity for the astute buyer to renovate or rebuild a new home (STCA). Only 2 minutes' walk to Chatswood Chase and Chatswood Plaza, this house is perfectly located in the heart of Chatswood and offers an expansive and practical layout in the most desirable location. Buses at your doorstep to the City and minutes' walk to Chatswood Westfield, Chatswood Train Station and Chatswood High School, all amenities with moments to the property. This home is the perfect blend of convenience with a peaceful and private setting. - Non-conservation area - Flat land with east facing - Sunny east-to-rear living & dining area - Original kitchen neat as a pin with ample cupboards - 3 spacious bedrooms, 2 of them with BIRs - Laundry, shed, garage - Located in a prized school catchment – Chatswood Public School, Chatswood High School - 350 meters to Chatswood Chase - 700 meters to Chatswood Westfield - 1 kilometers to Chatswood Station (approx. 13 minutes walking distance)"
144010648,1570000,Chatswood,Unit,3,2,2,,146,1,-33.794476,151.19174,8.422,1.059,1,2024,"www.rwayrealtychatswood.com.au A statement in design, space and functionality, this stunning dual level apartment provides house-like appeal without the maintenance. Ceilings soar above the substantial open plan living and dining that spills to the generous north-easterly facing balcony. Every aspect of this apartment has been designed to impress from its Smeg appointed stone island kitchen to its lower level master suite, powder room and two generous upper level bedrooms. The residence incorporates an abundance of storage, ducted a/c, side-by-side security parking and a storage cage. An on-site pool and gymnasium make it perfect, nestled in a quiet tree-lined street, an easy stroll to bus services. Chatswood Chase, local dining, Westfield and the station and moments to elite schools. - Luxury engineered flooring, large covered balcony - Generous open plan living and dining, stone topped kitchen - Island bench, quality Smeg appliances, gas cooktop - Powder room, internal laundry, ducted air conditioning - Ground floor master with robes, ensuite and direct access to the balcony - Two upper level bedrooms with robes & bathroom, in-roof storage - Pool, sauna, gym, side by side secure car spaces - Quiet and tranquil setting, popular security block, lift access - Willoughby Public, Willoughby Girls High School and Chatswood High School catchments - Approx. 8 minute walk to Chatswood Chase, restaurants, transport - Moments to Chatswood Westfield, Metro Interchange - Unit size 146 sqm + 28 sqm double car space - Strata rate approx. $2,642 pq Further information is available at www.rwayrealtychatswood.com.au"
144005192,2663000,Chatswood,House,3,1,1,619.7,,0,-33.804707,151.16962,8.014,1.35,1,2024,"Tucked away in a quiet cul-de-sac, this double brick family home basks in a coveted north east to rear aspect and is embraced by lush manicured gardens. It presents a fantastic foothold into the desirable Chatswood market, set moments from Chatswood CBD. - Generous combined living/dining zone enhanced by high ceilings - Timber entertaining deck embraced by tiered manicured gardens - Spacious gas kitchen equipped with stainless steel appliances - Three airy bedrooms, queen-sized main enjoys built-in robes - Chic timber floorboards and plantation shutters, gas outlet - Freshly painted interiors/exterior, oversized lock-up garage - Great potential to personalise, renovate or expand (STCA) - Set directly opposite the reserve, walk to buses to Chatswood - Easy access to major arterial roads and Chatswood Station - Mowbray Public School and Chatswood High School catchments"
144015068,1750000,Chatswood,House,2,1,2,531,,0,-33.79657,151.15634,9.404,2.242,1,2024,"Set high-side from the road in a picturesque river-side pocket, the possibilities and potential that this property brings are exceptional. The substantial 531sqm block is home to a single level cottage that has been tightly held by the one owner and virtually untouched for many years. Its poor condition excites and offers the perfect opportunity to allow your creative vision to unfold. The elevated position of the current residence catches water glimpses and offers an outstanding platform to construct a brand new home (STCA) that with the addition of a 2nd level will enjoy superb views across to the Chatswood CBD skyline. At the rear is a generous near level backyard with spacious lawns, a shed and a gate to the adjoining greenspace. This is a rare and exciting prospect in an idyllic setting with endless potential to renovate or start again including a generous double lock up garage already in place. Surrounded by river-side reserves and walkways, the alluring opportunity boasts the bus to Chatswood and the station at its door, rests within the coveted Lindfield Learning Village catchment and has easy access to Macquarie. Accommodation Features: * Single level cottage, high ceilings, timber floors * Front sunroom enjoying a green district outlook and water glimpses * Central living room, kitchen with freestanding cooker * Two bedrooms adjoin the bathroom with laundry * Bathroom boasts a separate toilet External Features: * High-side position in the quiet street * Generous block, lower terrace area * Very usable backyard with lawns and a terrace * Garden shed/workshop, wide double lock up garage Location Benefits: * Adjacent to Lane Cove River greenspace * The 256 bus stop is at the front with services to Chatswood Station * 750m to Lane Cove National Park Café * 1.7km to Chatswood Tennis Club * 2.7km to Lindfield Learning Village * Easy access to Chatswood Station * Close to Chatswood's shopping and dining hub * Minutes to Macquarie Auction Saturday 10 February, 9am Onsite Contact Jessica Cao 0466 877 260 Disclaimer: All information contained here is gathered from sources we believe reliable. We have no reason to doubt its accuracy, however we cannot guarantee it."
144009244,1650000,Chatswood,Apartment,2,2,1,,130,1,-33.797577,151.18217,8.307,0.175,1,2024,"From the moment you set foot in the fresh light-filled interiors of this north facing apartment, you'll be impressed by its luxurious appointments and premier setting. Positioned on the top floor of Mirvac's esteemed 'The Sebel' tower, this well-appointed modern apartment offers generous layout, abundant natural light, seamless indoor to outdoor connection and uninterrupted views from every room. It comes complete with access to exceptional resort-style facilities and is perfectly placed in the heart of thriving Chatswood just footsteps to Westfield shopping centre, train/metro station and parks. Beautifully presented and ready to move straight into or rent out, it's perfect for downsizers, young families and investors. - North facing layout with impressive 130sqm on title, quality floorboards throughout - Generous open plan living and dining rooms flow to covered entertaining balcony - Large floor to ceiling wall of glass frames the views - Granite crafted eat-in kitchen features stainless gas cooktop - Spacious bedrooms with built-ins, huge master with deluxe ensuite - Elegant bathrooms with marble benchtop, bathtub and separate shower - Internal laundry, ducted air conditioning, security car space - Hotel-grade security, 24-hour concierge, three lifts and video intercom - Resort style facilities including 25m heated pool, spa and gym - Within Chatswood Public & Chatswood High School catchments"
143934384,1955000,Chatswood,House,3,2,2,259,,0,-33.789818,151.18004,9.189,0.767,1,2024,"Immaculately presented, this home features a spacious floorplan flooded with natural light, set amidst deceptively peaceful, leafy surroundings. This modern residence is move-in ready, offering an enviable and ultra-convenient Chatswood lifestyle. The expansive open-plan living area, adorned with bi-fold doors, seamlessly extends to the alfresco timber deck, providing tranquil leafy views. Just a short walk takes you to Chatswood/Roseville station, shops, and restaurants. -Expansive light-filled living area with bi-fold doors flowing onto the entertainer's deck -Well-appointed dining area, along with a dedicated study/home office space. -Modern gas kitchen featuring a stone benchtop, breakfast bar, pantry, and ample storage -All bedrooms with built-in robes. A newly renovated bathroom is located downstairs -A large covered entertaining area leads to the low maintenance lawns -Automatic gate with side-by-side double parking. Ducted air conditioning -Conveniently located near bus route 256, providing easy access to Macquarie University, Chatswood station, Killara, and Lindfield shopping village"
144005540,850000,Chatswood,Apartment,1,1,1,,91,1,-33.798996,151.18399,8.106,0.404,1,2024,"Elevate your lifestyle in this exquisite, light-filled apartment with 91 sqm on title, perfectly blending tranquility with the ultimate convenience of Chatswood living. Positioned on the 6th floor of a well-maintained, secure full-brick complex, this oversized apartment has just been freshly painted throughout, promising immediate delight for its new occupants. As you step into the expansive L-shaped living and dining area, you're welcomed by an abundance of natural light that streams in through the sun-kissed covered balcony, the perfect spot to unwind with a serene, leafy outlook. It is nestled in a quiet, tree-lined street at the heart of Chatswood, only footsteps to Westfield and Chatswood Chase shopping centres, Chatswood Park & Oval, and The Concourse. Just 550m walk to the train/metro station - L-shaped living/dining area opens to a covered balcony with leafy views - Freshly painted throughout. Air conditioning. Ample storage - Well-appointed kitchen with window. Bedroom with large built-ins - Tidy bathroom with bathtub and separate shower. Internal laundry - Security building with intercom, lift access and lock-up garage. - Footsteps to Chatswood shopping precinct, trendy eateries and train station Living 76sqm Garage 15sqm Total 91sqm"
143813372,1230000,Chatswood,Apartment,2,1,1,,,1,-33.79933,151.1855,8.031,0.539,0,2024,"Mesmerising views, modern and well-connected lifestyle Located moments to the vibrant dining, entertainment and shopping hubs of Chatswood, this unit is the epitome of convenient living and ticks all the boxes for both first home buyers and investors. The property is nestled in a security complex close to the heart of the suburb and boasts views of the sleek Chatswood CBD skyline on one side, with a lush treetop vista on the other side. . Bright and airy open plan living and dining area flows outward to oversized balcony with stunning Chatswood CBD/leafy outlook . Generous, sun-drenched kitchen with electric cooktop and plenty of overhead cupboards . Two bright and spacious bedrooms, both with built-ins . Well-maintained, fully tiled bathroom with separate shower and bath . Video intercom, lift access, laundry room with ample storage, single lock up garage . Within catchment of Chatswood Public School, Chatswood High School, and Willoughby Girls High School . Close to local park, 5-minute walk to Chatswood Westfield, Mandarin Centre, and more, 10-minute stroll to Chatswood Metro, trains, and bus interchange"
143433856,1128000,Chatswood,Apartment,3,2,1,,148,1,-33.804913,151.17891,7.638,0.926,0,2024,"Fresh, well-lit, and poised for contemporary living with 148SQM, the smart layout of this welcoming apartment ensures that all key rooms have access to the balcony. The thoughtful design elements extend throughout the rest of the apartment, featuring an impressive master suite, two immaculate bathrooms, and a fully integrated living area for maximum functionality. Ideally situated just moments away from Chatswood CBD, restaurants, the railway, and Chatswood Public School, this property caters to young families, first-time homebuyers, and investors alike. • Spacious open-plan living and dining areas with a centrally positioned alfresco balcony • Expansive stone-topped kitchen complete with gas cooking and a dishwasher • Bedrooms equipped with built-in robes and balcony access, master featuring a walk-in robe. • A full main bathroom, discreet laundry facilities, and air conditioning • Secure single car space, effortless lift access right to your doorstep • Within the catchment areas of Chatswood Public and Chatswood High School • Approximately a 10-minute walk to Chatswood Public and High Schools Disclaimer: All information contained herein is gathered from sources we deem to be reliable. However, we cannot guarantee its accuracy and interested persons should rely on their own enquiries."
143709796,810000,Chatswood,Apartment,2,1,1,,97,1,-33.793274,151.19373,8.52,1.272,0,2023,"Sun-filled unit occupies the northwest corner position in a full brick security complex with only 21 units. Bright and airy throughout showcasing a thoughtful cross-ventilation layout with just one common wall and has windows in every room. The combined living and dining areas flow to a covered balcony perfect for relaxing. Conveniently located, doorsteps to shops, cafes and transport. Stroll to Chatswood shopping centres and parks. -Modern stone benchtop kitchen with windows and breakfast area -Generous-sized bedrooms. Renovated bathroom with window -Security building with intercom. Large ground-floor lock-up garage -Highly sought after Willoughby Public, Willoughby Girls High and Chatswood High catchment area -Commuting is a breeze with easy access to City & Chatswood buses. (Route 115, 120, 137, 275, 281, 282 & 283) -Currently tenanted till 16 Jan 2024, a great opportunity for investors or those seeking a future move-in date."
